target_type,target_id,risk_score,intelligence_confidence,investigation_priority,trade_score,route_score,entity_score,linguistic_score,animal_score,cross_evidence_alignment,evidence_stream_count,evidence_streams,supporting_incidents,supporting_routes,supporting_actors,explanation
ROUTE,RTE-F534A60F,31.71,62.54,LOW,27.05,27.4,50.65,0.0,0.0,35.0,3,TRADE|ROUTE|ENTITY,INC-8FBA0CAB|INC-3A7D94EE|INC-075D65FD|INC-A5C21485|INC-0AA68A2E,RTE-F534A60F,ACT-866A9666|ACT-2DA4F2E3|ACT-7353F8D0|ACT-DD3ED62E|ACT-71CD333C,
ROUTE,RTE-A6BAB08D,31.57,60.83,LOW,29.46,22.81,53.35,0.0,0.0,35.0,3,TRADE|ROUTE|ENTITY,INC-C3E926DF|INC-12FED95A|INC-2992C5A5|INC-6643099B,RTE-A6BAB08D,ACT-7494AE24|ACT-DUP-0005|ACT-ADF3339E|ACT-40058B0F,
ROUTE,RTE-526A517F,31.49,61.14,LOW,29.46,25.31,55.35,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-D8942366|INC-DF24931D|INC-9C20A615|INC-131AE7EA,RTE-526A517F,ACT-72D14581|ACT-8AF11CFA|ACT-DUP-0005|ACT-F134FC9B,
ACTOR,ACT-2D0BDD94,31.44,55.25,LOW,18.75,62.67,23.9,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-BD1CBF34|INC-05AA8387,RTE-D769322C|RTE-32F0E94F,ACT-2D0BDD94,
INCIDENT,INC-4CC681DB,31.38,61.24,LOW,51.38,21.87,30.41,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-4CC681DB,RTE-5B12885C,ACT-E039AAEB,
INCIDENT,INC-6643099B,31.36,59.39,LOW,32.07,22.81,60.92,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-6643099B,RTE-A6BAB08D,ACT-DUP-0005,
ACTOR,ACT-E039AAEB,31.36,65.27,LOW,29.95,47.26,30.41,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-9F6FAE88|INC-2CE068AA|INC-4CC681DB|INC-2199F6B6,RTE-8F0A4EBD|RTE-5B12885C|RTE-842CC51F|RTE-05837773,ACT-E039AAEB,
INCIDENT,INC-C36D97AB,31.33,60.9,LOW,46.38,17.43,45.88,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-C36D97AB,RTE-D769322C,ACT-F70E04EC,
INCIDENT,INC-6E8E7A45,31.23,56.91,LOW,18.97,57.25,24.51,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-6E8E7A45,RTE-5A090E6C,ACT-5B9A50EE,
ROUTE,RTE-E5F5E120,31.0,50.62,LOW,5.19,21.87,24.87,60.0,0.0,45.0,3,ROUTE|ENTITY|LINGUISTIC,INC-B8872C0C|INC-9B509137|INC-7A465F5A,RTE-E5F5E120,ACT-A9F1176D|ACT-6890BAC6|ACT-0BE618C7,
INCIDENT,INC-C678EEF3,30.94,56.29,LOW,18.97,57.25,22.61,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-C678EEF3,RTE-5A090E6C,ACT-B1A0AF66,
INCIDENT,INC-84D99EB6,30.85,65.02,LOW,33.45,27.46,47.51,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-84D99EB6,RTE-EF6F0110,ACT-DUP-0008,
ACTOR,ACT-9DC49715,30.47,53.53,LOW,12.02,62.86,28.36,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-33BF5D05|INC-822AF71E,RTE-D5B7DEF5|RTE-D37D6F20,ACT-9DC49715,
INCIDENT,INC-9FA1225A,30.46,58.87,LOW,52.07,22.81,21.63,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-9FA1225A,RTE-BEF74FCD,ACT-CFAB48FB,
INCIDENT,INC-2DDB92C7,30.37,66.69,LOW,34.83,37.95,24.51,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-2DDB92C7,RTE-22651175,ACT-5B9A50EE,
ROUTE,RTE-367D804C,30.31,51.81,LOW,12.6,9.83,41.36,60.0,0.0,25.0,3,TRADE|ENTITY|LINGUISTIC,INC-E68D0BDF|INC-023A4B6B,RTE-367D804C,ACT-0E08ABDD|ACT-A05EB96B,
ROUTE,RTE-12678A58,30.26,65.77,LOW,22.72,33.27,38.43,0.0,0.0,35.0,3,TRADE|ROUTE|ENTITY,INC-519C9B4B|INC-7D4B283E|INC-FE8EFEF7|INC-9FEDC9C2|INC-43B2CB9A,RTE-12678A58,ACT-525CFB31|ACT-CA6408EB|ACT-7494AE24|ACT-DUP-0008|ACT-40058B0F,
ACTOR,ACT-8D60BEB9,30.22,36.6,LOW,33.02,69.97,6.49,0.0,0.0,5.0,2,TRADE|ROUTE,INC-F8517BB9|INC-14EBC331,RTE-844D2BD8|RTE-5CFE009F,ACT-8D60BEB9,
INCIDENT,INC-CD4B4FDB,30.2,62.46,LOW,47.07,22.81,28.21,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-CD4B4FDB,RTE-B4DC47C9,ACT-D404B1E6,
INCIDENT,INC-B7149057,30.02,62.17,LOW,47.07,22.81,27.02,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-B7149057,RTE-BEF74FCD,ACT-72D14581,
INCIDENT,INC-5190CCE5,29.89,60.66,LOW,47.76,25.44,20.63,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-5190CCE5,RTE-5CFE009F,ACT-FD05814E,
INCIDENT,INC-FD6591F7,29.83,66.29,LOW,34.83,36.63,23.09,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-FD6591F7,RTE-C3C4BB2E,ACT-ADB13586,
INCIDENT,INC-BFF12B37,29.53,39.6,LOW,38.97,57.25,6.49,0.0,0.0,15.0,2,TRADE|ROUTE,INC-BFF12B37,RTE-5A090E6C,ACT-6AB623B4,
ROUTE,RTE-4B8AC9E4,29.5,48.34,LOW,20.19,21.87,3.24,60.0,0.0,25.0,3,TRADE|ROUTE|LINGUISTIC,INC-C462BE8D|INC-7FD2287E|INC-6FDD3514,RTE-4B8AC9E4,ACT-6E321CE4|ACT-CA6408EB|ACT-F702EB53,
ROUTE,RTE-378A7DE2,29.38,49.7,LOW,20.93,7.6,18.33,60.0,0.0,35.0,3,TRADE|ENTITY|LINGUISTIC,INC-37F58A26|INC-E1E1AE41,RTE-378A7DE2,ACT-802FEC44|ACT-9150A102,
ROUTE,RTE-A842284A,29.27,51.09,LOW,20.93,5.38,27.92,60.0,0.0,25.0,3,TRADE|ENTITY|LINGUISTIC,INC-CE3FC3E6|INC-10F98BB7,RTE-A842284A,ACT-7A15D23A|ACT-F73F1F34,
INCIDENT,INC-47ED0F0D,29.21,60.47,LOW,47.07,22.81,21.63,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-47ED0F0D,RTE-15E430E6,ACT-CFAB48FB,
ACTOR,ACT-61CA522C,29.06,63.92,LOW,35.98,38.56,19.5,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-976F24FE|INC-94298C74|INC-6D10E95C|INC-32716F42,RTE-DD5236CF|RTE-3623DB4A|RTE-50CAC933|RTE-5CFE009F,ACT-61CA522C,
ROUTE,RTE-7C3E668E,28.93,49.26,LOW,10.93,5.38,42.33,60.0,0.0,25.0,3,TRADE|ENTITY|LINGUISTIC,INC-CD369185|INC-B9EF0A14,RTE-7C3E668E,ACT-D404B1E6|ACT-F70E04EC,
INCIDENT,INC-2CE068AA,28.92,70.52,LOW,33.45,29.99,30.41,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-2CE068AA,RTE-8F0A4EBD,ACT-E039AAEB,
ROUTE,RTE-EA4FA88B,28.72,65.15,LOW,35.19,19.65,30.03,0.0,0.0,35.0,3,TRADE|ROUTE|ENTITY,INC-0D9BA78C|INC-F1B64D6B|INC-50FDFD5C,RTE-EA4FA88B,ACT-516B220E|ACT-34C1CDB5|ACT-451B57E0,
ROUTE,RTE-68716855,28.62,48.48,LOW,10.93,5.38,33.63,60.0,0.0,35.0,3,TRADE|ENTITY|LINGUISTIC,INC-1C5B91BF|INC-FD151C94,RTE-68716855,ACT-4C5661F3|ACT-EBD0B65D,
INCIDENT,INC-01E8CFE1,28.43,33.21,LOW,67.76,26.0,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-01E8CFE1,RTE-674B55E3,ACT-A05EB96B,
ROUTE,RTE-B4CA579B,28.42,50.38,LOW,0.0,0.0,59.49,100.0,0.0,15.0,2,ENTITY|LINGUISTIC,INC-A5B18D16,RTE-B4CA579B,ACT-DUP-0006,
ROUTE,RTE-01273A62,28.32,65.69,LOW,27.05,24.69,39.25,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-8F5F24D4|INC-28275C25|INC-83C84C75|INC-BD24F6C5|INC-0D75271F,RTE-01273A62,ACT-EB994163|ACT-1D992B5E|ACT-76F7BDE8|ACT-ADF3339E|ACT-130BC3BE,
ACTOR,ACT-40058B0F,28.28,40.81,LOW,49.12,46.1,6.49,0.0,0.0,5.0,2,TRADE|ROUTE,INC-C3E926DF|INC-5ECD4F9B|INC-7D4B283E|INC-E8023570,RTE-BFA90C2B|RTE-8F0A4EBD|RTE-12678A58|RTE-A6BAB08D,ACT-40058B0F,
INCIDENT,INC-E93DC79B,28.21,65.36,LOW,32.07,22.81,39.94,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-E93DC79B,RTE-F2391A9E,ACT-BF767554,
INCIDENT,INC-ACD8DFCD,28.14,62.04,LOW,31.38,19.65,45.88,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-ACD8DFCD,RTE-3623DB4A,ACT-F70E04EC,
INCIDENT,INC-519C9B4B,28.03,61.6,LOW,32.76,33.27,13.51,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-519C9B4B,RTE-12678A58,ACT-7494AE24,
INCIDENT,INC-D394A13C,27.96,69.31,LOW,33.45,27.46,28.21,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-D394A13C,RTE-EF6F0110,ACT-D404B1E6,
INCIDENT,INC-3A7D94EE,27.95,69.78,LOW,32.76,27.4,29.38,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-3A7D94EE,RTE-F534A60F,ACT-7353F8D0,
ACTOR,ACT-FD05814E,27.92,66.81,LOW,30.55,30.75,20.63,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-6E3D7227|INC-5190CCE5,RTE-837DA83F|RTE-5CFE009F,ACT-FD05814E,
INCIDENT,INC-DDF4BE8C,27.76,64.71,LOW,31.38,19.65,36.65,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-DDF4BE8C,RTE-3623DB4A,ACT-2F205955,
INCIDENT,INC-50FDFD5C,27.71,54.62,LOW,46.38,19.65,11.35,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-50FDFD5C,RTE-EA4FA88B,ACT-516B220E,
INCIDENT,INC-C331EBE5,27.52,60.85,LOW,14.83,36.63,41.05,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-C331EBE5,RTE-C3C4BB2E,ACT-A9210483,
ROUTE,RTE-27682144,27.51,57.26,LOW,20.0,0.0,26.74,60.0,0.0,25.0,3,TRADE|ENTITY|LINGUISTIC,INC-5D101D0F,RTE-27682144,ACT-5535B8FF,
ACTOR,ACT-239810D5,27.21,67.19,LOW,32.02,24.69,36.85,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-73CA5741|INC-BF3E895A,RTE-BFA90C2B|RTE-F2391A9E,ACT-239810D5,
INCIDENT,INC-06F73824,27.18,66.73,LOW,27.07,25.31,37.22,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-06F73824,RTE-EFEFC83E,ACT-BA821236,
INCIDENT,INC-ADB724B1,27.05,31.95,LOW,66.38,21.87,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-ADB724B1,RTE-5B12885C,ACT-A05EB96B,
ACTOR,ACT-F73F1F34,27.03,64.3,LOW,37.54,19.65,28.19,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-5A9D0819|INC-10F98BB7,RTE-50CAC933|RTE-A842284A,ACT-F73F1F34,
INCIDENT,INC-00274222,26.93,38.46,LOW,49.83,37.95,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-00274222,RTE-22651175,ACT-BDA5B9AD,
INCIDENT,INC-9FEDC9C2,26.74,38.53,LOW,52.76,33.27,4.86,0.0,0.0,15.0,2,TRADE|ROUTE,INC-9FEDC9C2,RTE-12678A58,ACT-CA6408EB,
ACTOR,ACT-898A30A1,26.64,59.86,LOW,19.78,44.42,20.57,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-1632354A|INC-9F36A672,RTE-BE75B5F4|RTE-C3C4BB2E,ACT-898A30A1,
INCIDENT,INC-7A314C1F,26.63,67.85,LOW,32.07,22.81,29.38,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-7A314C1F,RTE-15E430E6,ACT-7353F8D0,
ACTOR,ACT-1DF99FFB,26.55,33.84,LOW,6.42,71.26,24.21,0.0,0.0,5.0,2,ROUTE|ENTITY,INC-8EB5B84D|INC-4BCBFFEF,RTE-8F0A4EBD|RTE-844D2BD8,ACT-1DF99FFB,
INCIDENT,INC-F9B159E0,26.48,65.95,LOW,27.07,22.81,36.72,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-F9B159E0,RTE-B4DC47C9,ACT-83FE0258,
INCIDENT,INC-2199F6B6,26.38,67.41,LOW,31.38,21.87,30.41,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-2199F6B6,RTE-842CC51F,ACT-E039AAEB,
INCIDENT,INC-146BDA30,26.25,38.58,LOW,52.76,25.72,7.57,0.0,0.0,25.0,2,TRADE|ROUTE,INC-146BDA30,RTE-D5B7DEF5,ACT-45C722DA,
INCIDENT,INC-F78CF454,25.99,67.58,LOW,32.07,22.81,25.12,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-F78CF454,RTE-BEF74FCD,ACT-0D3A69A7,
INCIDENT,INC-8D8D900A,25.87,65.12,LOW,32.76,25.72,18.37,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-8D8D900A,RTE-D5B7DEF5,ACT-B49444A6,
INCIDENT,INC-83C84C75,25.85,65.85,LOW,32.76,24.69,19.94,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-83C84C75,RTE-01273A62,ACT-EB994163,
INCIDENT,INC-BBF6FF7D,25.74,39.59,LOW,50.69,7.6,27.76,0.0,0.0,40.0,2,TRADE|ENTITY,INC-BBF6FF7D,RTE-857F6451,ACT-0BE618C7,
INCIDENT,INC-4832DCE1,25.58,63.95,LOW,32.76,25.72,16.41,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-4832DCE1,RTE-D5B7DEF5,ACT-6C6CC66E,
ACTOR,ACT-B49444A6,25.58,64.57,LOW,26.83,34.47,18.37,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-F9FFB5E7|INC-A1D80761|INC-8D8D900A,RTE-D5B7DEF5|RTE-A9A64DEE|RTE-E316C151,ACT-B49444A6,
INCIDENT,INC-37F58A26,25.55,35.46,LOW,45.69,7.6,4.86,40.0,0.0,25.0,2,TRADE|LINGUISTIC,INC-37F58A26,RTE-378A7DE2,ACT-9150A102,
INCIDENT,INC-7FA21422,25.55,60.7,LOW,32.07,25.31,11.35,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-7FA21422,RTE-EFEFC83E,ACT-516B220E,
ACTOR,ACT-525CFB31,25.38,39.34,LOW,38.98,38.59,3.24,0.0,0.0,25.0,2,TRADE|ROUTE,INC-5ED074E5|INC-43B2CB9A,RTE-6502C0EF|RTE-12678A58,ACT-525CFB31,
INCIDENT,INC-12FED95A,25.25,62.03,LOW,32.07,22.81,13.51,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-12FED95A,RTE-A6BAB08D,ACT-7494AE24,
INCIDENT,INC-8F3C31BD,25.23,61.63,LOW,14.83,36.63,25.78,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-8F3C31BD,RTE-C3C4BB2E,ACT-16E31CC7,
INCIDENT,INC-94298C74,25.15,65.57,LOW,32.07,22.81,19.5,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-94298C74,RTE-DD5236CF,ACT-61CA522C,
INCIDENT,INC-CC3301EE,25.1,63.02,LOW,30.69,14.27,29.09,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-CC3301EE,RTE-9EC78713,ACT-A19B3B13,
ACTOR,ACT-451B57E0,25.08,67.07,LOW,24.06,32.59,22.8,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-0D9BA78C|INC-F9BF0F1F,RTE-D5B7DEF5|RTE-EA4FA88B,ACT-451B57E0,
INCIDENT,INC-494FEC72,25.06,65.03,LOW,31.38,24.37,17.49,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-494FEC72,RTE-FDDFEF85,ACT-001930AF,
INCIDENT,INC-BD24F6C5,24.92,37.94,LOW,52.76,24.69,7.03,0.0,0.0,15.0,2,TRADE|ROUTE,INC-BD24F6C5,RTE-01273A62,ACT-1D992B5E,
INCIDENT,INC-3309C37C,24.83,42.71,LOW,34.83,37.95,7.57,0.0,0.0,25.0,2,TRADE|ROUTE,INC-3309C37C,RTE-22651175,ACT-6890BAC6,
ROUTE,RTE-842CC51F,24.71,60.42,LOW,13.53,21.87,35.72,0.0,0.0,35.0,3,TRADE|ROUTE|ENTITY,INC-15999B13|INC-DC742503|INC-2199F6B6,RTE-842CC51F,ACT-001930AF|ACT-E039AAEB|ACT-480A6546,
ACTOR,ACT-001930AF,24.57,65.53,LOW,29.65,28.12,17.49,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-B5390996|INC-DC742503|INC-494FEC72,RTE-FDDFEF85|RTE-842CC51F|RTE-E316C151,ACT-001930AF,
INCIDENT,INC-A1D80761,24.57,65.09,LOW,31.38,21.87,18.37,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-A1D80761,RTE-E316C151,ACT-B49444A6,
ROUTE,RTE-CB7E8B4C,24.51,31.69,LOW,2.6,5.38,46.8,60.0,0.0,35.0,2,ENTITY|LINGUISTIC,INC-C080047C|INC-A6C53A45,RTE-CB7E8B4C,ACT-DUP-0002|ACT-93684B5D,
INCIDENT,INC-E41D08F2,24.46,39.19,LOW,35.69,7.6,60.92,0.0,0.0,15.0,2,TRADE|ENTITY,INC-E41D08F2,RTE-B5BE3EA8,ACT-DUP-0005,
INCIDENT,INC-9F36A672,24.45,60.47,LOW,14.83,36.63,20.57,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-9F36A672,RTE-C3C4BB2E,ACT-898A30A1,
INCIDENT,INC-DC742503,24.44,64.62,LOW,31.38,21.87,17.49,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-DC742503,RTE-842CC51F,ACT-001930AF,
INCIDENT,INC-B5390996,24.44,64.62,LOW,31.38,21.87,17.49,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-B5390996,RTE-E316C151,ACT-001930AF,
INCIDENT,INC-A5C21485,24.36,59.85,LOW,12.76,27.4,38.81,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-A5C21485,RTE-F534A60F,ACT-866A9666,
INCIDENT,INC-90E24B50,24.35,40.17,LOW,47.07,22.81,9.19,0.0,0.0,25.0,2,TRADE|ROUTE,INC-90E24B50,RTE-DD5236CF,ACT-DD3ED62E,
INCIDENT,INC-0D75271F,24.35,35.39,LOW,52.76,24.69,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-0D75271F,RTE-01273A62,ACT-ADF3339E,
INCIDENT,INC-5D101D0F,24.26,61.3,LOW,35.0,0.0,26.74,13.33,0.0,25.0,3,TRADE|ENTITY|LINGUISTIC,INC-5D101D0F,RTE-27682144,ACT-5535B8FF,
ACTOR,ACT-A05EB96B,24.19,37.39,LOW,48.0,28.81,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-023A4B6B|INC-01E8CFE1|INC-ADB724B1,RTE-5B12885C|RTE-367D804C|RTE-674B55E3,ACT-A05EB96B,
INCIDENT,INC-32716F42,24.18,64.9,LOW,31.38,19.65,19.5,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-32716F42,RTE-3623DB4A,ACT-61CA522C,
ACTOR,ACT-BA821236,24.16,61.46,LOW,15.0,25.31,37.22,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-06F73824,RTE-EFEFC83E,ACT-BA821236,
INCIDENT,INC-D8942366,24.1,66.08,LOW,27.07,25.31,16.68,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-D8942366,RTE-526A517F,ACT-8AF11CFA,
INCIDENT,INC-6E3D7227,24.07,68.59,LOW,27.07,22.81,20.63,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-6E3D7227,RTE-837DA83F,ACT-FD05814E,
INCIDENT,INC-8FBA0CAB,24.04,60.47,LOW,12.76,27.4,36.68,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-8FBA0CAB,RTE-F534A60F,ACT-2DA4F2E3,
INCIDENT,INC-F9FFB5E7,24.01,64.41,LOW,31.38,19.65,18.37,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-F9FFB5E7,RTE-A9A64DEE,ACT-B49444A6,
INCIDENT,INC-A50D090A,23.94,68.15,LOW,27.07,22.81,19.8,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-A50D090A,RTE-6502C0EF,ACT-4A810E54,
ACTOR,ACT-F513E9F2,23.81,67.43,LOW,22.38,24.69,16.94,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-A23E05D2|INC-9C8F005B,RTE-3BE0D749|RTE-6502C0EF,ACT-F513E9F2,
ACTOR,ACT-CA6408EB,23.67,39.52,LOW,29.84,43.9,4.86,0.0,0.0,15.0,2,TRADE|ROUTE,INC-4E39810E|INC-7FD2287E|INC-9FEDC9C2,RTE-4B8AC9E4|RTE-4424DBF1|RTE-12678A58,ACT-CA6408EB,
ACTOR,ACT-2AF63B3F,23.59,68.05,LOW,26.22,22.81,18.92,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-741D3958|INC-82D04226,RTE-C146AD8A|RTE-3BE0D749,ACT-2AF63B3F,
INCIDENT,INC-60A75744,23.54,60.97,LOW,14.14,34.04,19.97,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-60A75744,RTE-05837773,ACT-20D0E245,
INCIDENT,INC-3B7B78A7,23.52,59.41,LOW,12.07,25.31,37.85,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-3B7B78A7,RTE-EFEFC83E,ACT-C1CE62FB,
ACTOR,ACT-83FE0258,23.46,61.15,LOW,15.0,22.81,36.72,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-F9B159E0,RTE-B4DC47C9,ACT-83FE0258,
INCIDENT,INC-0D9BA78C,23.43,68.41,LOW,26.38,19.65,22.8,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-0D9BA78C,RTE-EA4FA88B,ACT-451B57E0,
ACTOR,ACT-802FEC44,23.22,66.3,LOW,26.32,26.37,16.98,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-BF08DBB6|INC-E1E1AE41,RTE-378A7DE2|RTE-5CFE009F,ACT-802FEC44,
ACTOR,ACT-46D85523,23.14,41.59,LOW,0.0,63.43,18.57,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-51199438,RTE-FB4EE4BA,ACT-46D85523,
ACTOR,ACT-8AF11CFA,23.05,62.09,LOW,14.52,29.69,16.68,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-D8942366|INC-255C0F50,RTE-BFA90C2B|RTE-526A517F,ACT-8AF11CFA,
ACTOR,ACT-EB994163,23.02,68.84,LOW,24.5,25.62,19.94,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-C431ADBC|INC-83C84C75,RTE-857F6451|RTE-01273A62,ACT-EB994163,
INCIDENT,INC-8EB5B84D,22.99,62.88,LOW,13.45,29.99,24.21,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-8EB5B84D,RTE-8F0A4EBD,ACT-1DF99FFB,
INCIDENT,INC-C3E926DF,22.94,38.35,LOW,47.07,22.81,6.49,0.0,0.0,15.0,2,TRADE|ROUTE,INC-C3E926DF,RTE-A6BAB08D,ACT-40058B0F,
INCIDENT,INC-73CA5741,22.75,59.27,LOW,12.07,22.81,36.85,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-73CA5741,RTE-F2391A9E,ACT-239810D5,
INCIDENT,INC-83618E73,22.6,42.73,LOW,34.14,34.04,7.03,0.0,0.0,15.0,2,TRADE|ROUTE,INC-83618E73,RTE-05837773,ACT-1D992B5E,
INCIDENT,INC-1632354A,22.56,61.49,LOW,12.76,31.12,20.57,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-1632354A,RTE-BE75B5F4,ACT-898A30A1,
INCIDENT,INC-6DD32668,22.54,38.29,LOW,50.69,7.6,23.09,0.0,0.0,15.0,2,TRADE|ENTITY,INC-6DD32668,RTE-B5BE3EA8,ACT-ADB13586,
INCIDENT,INC-822AF71E,22.37,62.82,LOW,12.76,25.72,28.36,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-822AF71E,RTE-D5B7DEF5,ACT-9DC49715,
ACTOR,ACT-1D992B5E,22.35,41.16,LOW,28.57,42.61,7.03,0.0,0.0,5.0,2,TRADE|ROUTE,INC-515699A6|INC-83618E73|INC-BD24F6C5,RTE-BE75B5F4|RTE-05837773|RTE-01273A62,ACT-1D992B5E,
INCIDENT,INC-BF3E895A,22.34,58.58,LOW,11.38,21.87,36.85,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-BF3E895A,RTE-BFA90C2B,ACT-239810D5,
INCIDENT,INC-7FD2287E,22.29,37.03,LOW,46.38,21.87,4.86,0.0,0.0,15.0,2,TRADE|ROUTE,INC-7FD2287E,RTE-4B8AC9E4,ACT-CA6408EB,
INCIDENT,INC-075D65FD,22.18,63.2,LOW,12.76,27.4,24.29,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-075D65FD,RTE-F534A60F,ACT-71CD333C,
INCIDENT,INC-5A9D0819,22.16,62.32,LOW,25.69,12.05,28.19,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-5A9D0819,RTE-50CAC933,ACT-F73F1F34,
INCIDENT,INC-976F24FE,22.11,60.92,LOW,30.69,12.05,19.5,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-976F24FE,RTE-50CAC933,ACT-61CA522C,
INCIDENT,INC-7D4B283E,21.98,42.48,LOW,32.76,33.27,6.49,0.0,0.0,15.0,2,TRADE|ROUTE,INC-7D4B283E,RTE-12678A58,ACT-40058B0F,
INCIDENT,INC-FE1AB35A,21.92,61.45,LOW,13.45,29.99,17.1,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-FE1AB35A,RTE-8F0A4EBD,ACT-74B10513,
INCIDENT,INC-0AA68A2E,21.92,44.91,LOW,32.76,27.4,9.19,0.0,0.0,25.0,2,TRADE|ROUTE,INC-0AA68A2E,RTE-F534A60F,ACT-DD3ED62E,
